explanation,n.解释，说明,/ˌɛksplənˈeɪʃən/,His clear explanation helped me understand the rule.,他清楚的解释帮助我理解了这条规则。,
fair,a.公平的，合理的a.(肤色)白皙的；（人）白肤金发的n.集市；庙会；展览会,/fˈɛr/,Our teacher gave everyone a fair chance.,老师给了每个人公平的机会。,
gradually,ad.逐渐地,/ɡrˈædʒuəli/,The dark clouds gradually disappeared.,乌云逐渐消散了。,
exposure,n.面临，遭受；揭发，揭露；（在报纸或电视上的）报导，宣传，曝光,/ɪkspˈoʊʒər/,Long exposure to loud noise can harm your ears.,长时间处于噪声中会损伤耳朵。,
leading,a.最主要的，第一位的,/lˈidɪŋ/,She is a leading doctor in the city.,她是这座城市首屈一指的医生。,
passive,a.被动的,/pˈæsɪv/,Do not be passive when your team needs ideas.,团队需要想法时，不要太被动。,
remain,vt.余下，留下vi.保持，仍是,/rɪmˈeɪn/,Please remain quiet during the test.,考试期间请保持安静。,
gain,vt.赢得；挣得,/ɡˈeɪn/,You can gain useful skills from this course.,你可以从这门课程中学到实用技能。,
extra,a.额外的，外加的,/ˈɛkstrə/,I need extra time to finish the project.,我需要额外的时间完成这个项目。,
fine,a.细的；晴朗的；美好的；（身体）健康的n.&v.罚款,/fˈaɪn/,I feel fine after a good night's sleep.,好好睡了一晚后，我感觉很好。,
wisdom,n.智慧,/wˈɪzdəm/,Grandpa shared his wisdom with the whole family.,爷爷把他的智慧分享给全家人。,
behave,v.守规矩，行为,/bɪhˈeɪv/,Please behave politely at the dinner table.,在餐桌旁请举止有礼。,
ban,n.禁令v.禁止；取缔,/bˈæn/,Our school has a ban on smoking.,我们学校禁止吸烟。,
unusual,a.不平常的，异常的,/ənjˈuʒəwəl/,It is unusual to see snow here in April.,这里四月下雪很不寻常。,
boost,n./v.使增长；使兴旺/激励，促进,/bˈust/,A healthy breakfast can boost your energy.,健康的早餐可以补充你的能量。,
page,n.页，页码,/pˈeɪdʒ/,Turn to page twenty and read the story.,翻到第二十页并阅读这个故事。,
curious,a.好奇的；奇异的,/kjˈʊriəs/,The curious child looked inside the box.,那个好奇的孩子朝盒子里看。,
extreme,a.极其的，非常的,/ɪkstrˈim/,The runners had to stop because of the extreme heat.,由于天气极其炎热，跑步者不得不停下来。,
distance,n.距离,/dˈɪstəns/,We could see the mountains in the distance.,我们能看见远处的群山。,
pocket,n.（衣服的）口袋,/pˈɑkət/,I found a coin in my pocket.,我在口袋里发现了一枚硬币。,
ecology,n.生态，生态学,/ɪkˈɑlədʒi/,Students are learning how pollution affects local ecology.,学生们正在学习污染如何影响当地生态。,
complex,a./n.复杂的，建筑群,/kˈɑmplɛks/,This math problem looks complex at first.,这道数学题乍看起来很复杂。,
billion,num.十亿，百亿,/bˈɪljən/,Over a billion people use this app.,超过十亿人使用这个应用程序。,
relax,v.（使）放松，轻松,/rɪlˈæks/,I listen to soft music to relax.,我听轻柔的音乐来放松。,
fresh,a.新鲜的,/frˈɛʃ/,We bought fresh bread from the bakery.,我们从面包店买了新鲜面包。,
variety,n.种类,/vərˈaɪəti/,The market sells a variety of fruits.,市场出售各种各样的水果。,
treatment,n.治疗，疗法,/trˈitmənt/,The patient needs treatment for his injured knee.,这位病人的膝伤需要治疗。,
feed,vt.喂（养）；饲（养）,/fˈid/,Remember to feed the cat before school.,上学前记得喂猫。,
access,n./v.通道，入径，存取（计算机文件）,/ˈæksˌɛs/,Every student has access to the school library.,每名学生都可以使用学校图书馆。,
upon,prep.在……上面,/əpˈɑn/,Once upon a time there lived a kind king.,从前有一位善良的国王。,
decrease,v.减少，减小，降低,/dɪkrˈis/,The number of wild pandas may decrease without protection.,如果没有保护，野生大熊猫的数量可能会减少。,
draw,v.绘画；绘制；拉，拖；提取（金钱）,/drˈɔ/,I like to draw animals in my notebook.,我喜欢在笔记本里画动物。,
measure,v.测量，衡量；重量是n.措施,/mˈɛʒər/,Use this ruler to measure the desk.,用这把尺子测量书桌。,
nutrition,n.营养，滋养,/nutrˈɪʃən/,Milk provides good nutrition for growing children.,牛奶为成长中的儿童提供良好营养。,
skipping,rope（跳绳用）绳,/skˈɪpɪŋ/,Mia brought a skipping rope to the playground.,米娅带了一根跳绳到操场。,
actual,a.实际的；现实的,/ˈæktʃəwəl/,The actual cost was lower than we expected.,实际花费比我们预想的低。,
turning,n.拐弯处，拐角处,/tˈɜrnɪŋ/,Take the first turning on your left.,在第一个拐弯处向左转。,
excellent,a.极好的，优秀的,/ˈɛksələnt/,You did an excellent job on the project.,你出色地完成了这个项目。,
invention,n.发明，创造,/ɪnvˈɛnʃən/,The telephone was an important invention.,电话是一项重要的发明。,
lack,n.&vt.缺乏，缺少,/lˈæk/,The plants died from a lack of water.,这些植物因缺水而枯死。,
ahead,ad.在前，向前,/əhˈɛd/,Go ahead and I will follow you.,你先往前走，我会跟着你。,
lecture,n.讲课，演讲,/lˈɛktʃər/,We attended a lecture about space travel.,我们听了一场关于太空旅行的讲座。,
leader,n.领袖，领导人,/lˈidər/,A good leader listens to every team member.,好的领导者会倾听每位团队成员的意见。,
score,n.&v.得分，分数,/skˈɔr/,Our team needs one more goal to score a win.,我们队还需要一个进球才能赢得比赛。,
unknown,a.不知道的,/ənnˈoʊn/,The cause of the strange sound is still unknown.,奇怪声响的原因仍然不明。,
limit,vt.限制；减少,/lˈɪmət/,Parents should limit children's screen time.,父母应该限制孩子使用屏幕的时间。,
individual,n.个人,/ˌɪndəvˈɪdʒəwəl/,Each individual can help protect the environment.,每个人都能为保护环境出力。,
include,vt.包含，包括,/ɪnklˈud/,The price will include breakfast and dinner.,这个价格将包括早餐和晚餐。,
appearance,n.出现，露面；容貌,/əpˈɪrəns/,Do not judge a person only by appearance.,不要只凭外表判断一个人。,
damage,n.&vt.毁坏，损害,/dˈæmədʒ/,The storm caused serious damage to the roof.,暴风雨对屋顶造成了严重破坏。,
length,n.长，长度，段，节,/lˈɛŋkθ/,We measured the length of the classroom.,我们测量了教室的长度。,
identity,n.身份，特征,/aɪdˈɛntəti/,The police checked his identity at the gate.,警察在门口核实了他的身份。,
temperature,n.温度,/tˈɛmprətʃər/,The temperature may fall below zero tonight.,今晚气温可能降到零度以下。,
cube,n.立方体,/kjˈub/,Put one ice cube into the glass.,往玻璃杯里放一块冰。,
brand,n.品牌,/brˈænd/,This local brand makes good sports shoes.,这个本土品牌生产优质运动鞋。,
vocabulary,n.词汇，词汇表,/voʊkˈæbjəlˌɛri/,Reading every day can improve your vocabulary.,每天阅读可以扩大你的词汇量。,
birdcage,n.鸟笼,/bˈɜrdkeɪdʒ/,The birdcage stood beside the window.,鸟笼放在窗户旁边。,
organize,vt.组织,/ˈɔrɡənˌaɪz/,We will organize a book sale next week.,我们下周将组织一次图书义卖。,
nervous,a.紧张不安的,/nˈɜrvəs/,I always feel nervous before speaking in public.,我在公开讲话前总会感到紧张。,
network,n.网络，网状系统,/nˈɛtwˌɜrk/,The computer network connects every classroom.,计算机网络连接着每间教室。,
unable,a.不能的，不能胜任的,/ənˈeɪbəl/,Tom was unable to open the locked door.,汤姆无法打开锁着的门。,
possibility,vn.可能，可能性,/pˌɑsəbˈɪləti/,There is a possibility of rain this afternoon.,今天下午有可能下雨。,
clothing,n.(总称)衣服,/klˈoʊðɪŋ/,Warm clothing is necessary in winter.,冬天需要穿保暖衣物。,
gift,n.礼物；天赋,/ɡˈɪft/,This watch was a birthday gift from my aunt.,这块手表是姑姑送我的生日礼物。,
rate,n./v.率，评估，评价,/rˈeɪt/,The doctor checked my heart rate.,医生检查了我的心率。,
volunteer,n./v.义工，自愿者，无偿做,/vˌɑləntˈɪr/,I work as a volunteer at the animal center.,我在动物救助中心做志愿者。,
spring,n.春天，春季n.泉水，泉,/sprˈɪŋ/,Many flowers open in spring.,许多花在春天开放。,
association,n.协会，社团，联系,/əsˌoʊsiˈeɪʃən/,Our school has an association for young artists.,我们学校有一个青年艺术家社团。,
apart,ad，/a.相隔，相距，除外,/əpˈɑrt/,The two villages are five kilometers apart.,这两个村庄相距五公里。,
excuse,n.借口.辩解vt.原谅.宽恕,/ɪkskjˈus/,Being tired is no excuse for being rude.,疲倦不是无礼的借口。,
worth,a.有…的价值，值得…的,/wˈɜrθ/,This old castle is worth visiting.,这座古城堡值得参观。,
strange,a.奇怪，奇特的，陌生的,/strˈeɪndʒ/,I heard a strange noise outside my window.,我听到窗外有奇怪的声音。,
reasonable,a.合乎情理的,/rˈizənəbəl/,The shop sells good shoes at a reasonable price.,这家商店以合理的价格出售优质鞋子。,
unlike,prep.不像，和…不同,/ənlˈaɪk/,"Unlike his brother, Sam enjoys cooking.",萨姆和哥哥不同，他喜欢做饭。,
exist,vi.存在,/ɪɡzˈɪst/,Some animals can exist only in warm places.,有些动物只能在温暖的地方生存。,
trustworthy,a.值得信赖的,/trˈʌstwˌɜrði/,A trustworthy friend always keeps a promise.,值得信赖的朋友总会信守承诺。,
international,a.国际的,/ˌɪntərnˈæʃənəl/,Our city will host an international music festival.,我们的城市将举办一场国际音乐节。,
software,n.软件,/sˈɔftwˌɛr/,This software helps me edit photos.,这个软件帮助我编辑照片。,
keyboard,n.键盘,/kˈibˌɔrd/,There is dust under the computer keyboard.,电脑键盘下面有灰尘。,
hardly,ad.几乎不,/hˈɑrdli/,I could hardly hear her in the noisy room.,房间里太吵，我几乎听不见她说话。,
suffering,n.痛苦，苦难,/sˈʌfərɪŋ/,The medicine reduced the patient's suffering.,这种药减轻了病人的痛苦。,
path,n.小道，小径,/pˈæθ/,We followed a narrow path through the woods.,我们沿着一条狭窄的小路穿过树林。,
lift,v.举起，抬起；（云、烟等）消散n.（英）电梯,/lˈɪft/,Can you help me lift this heavy bag?,你能帮我提起这个重包吗？,
neither,a.（两者）都不;也不,/nˈiðər/,Neither answer is correct.,两个答案都不正确。,
park,n.公园vt.停放（汽车）,/pˈɑrk/,The children played in the park after school.,孩子们放学后在公园里玩。,
optimistic,a.乐观的,/ˌɑptəmˈɪstɪk/,She is optimistic about the future.,她对未来很乐观。,
praise,n.&vt.赞扬，表扬,/prˈeɪz/,Teachers praise him for his kindness.,老师们表扬他的善良。,
particular,a.特殊的，个别的,/pərtˈɪkjələr/,This particular book is very useful.,这本特别的书很有用。,
match,vt.使相配，使成对n.比赛，竞赛n.火柴,/mˈætʃ/,This blue shirt will match your jeans.,这件蓝衬衫和你的牛仔裤很相配。,
major,a.较大的；主要的,/mˈeɪdʒər/,Air pollution is a major problem here.,空气污染是这里的一个主要问题。,
visual,a.视力的，视觉的,/vˈɪʒəwəl/,The chart gives us a clear visual guide.,这张图表为我们提供了清晰的视觉指引。,
genius,n.天才,/dʒˈinjəs/,Everyone thought the young inventor was a genius.,大家都认为这位年轻发明家是个天才。,
platform,n.讲台，(车站的)月台,/plˈætfˌɔrm/,We waited for the train on platform three.,我们在三号站台等火车。,
apply,v.申请；应用，运用,/əplˈaɪ/,I plan to apply for the school team.,我打算申请加入校队。,
obvious,a.显然,/ˈɑbviəs/,It was obvious that she was tired.,很明显她累了。,
worm,n.软体虫，蠕虫(尤指蚯蚓),/wˈɜrm/,The bird pulled a worm from the ground.,那只鸟从地里叼出一条蚯蚓。,
track,n.轨道；田径,/trˈæk/,The runners raced around the track.,选手们绕着跑道赛跑。,
trick,n.诡计，把戏,/trˈɪk/,The magician showed us a simple trick.,魔术师给我们表演了一个简单的把戏。,
equal,a.平等的vt.等于，使等于,/ˈikwəl/,All students should have equal chances.,所有学生都应该有平等的机会。,
object,n.物，物体；宾语,/ˈɑbdʒɛkt/,There was a strange object in the sky.,天空中有一个奇怪的物体。,
mask,n.口罩；面罩(具)；遮盖物v.戴面具；掩饰；伪装,/mˈæsk/,The doctor wore a mask at work.,医生工作时戴着口罩。,
direct,a./vt.直接的；直达的；直截了当的指挥；指导；监督；管理；指挥（演奏）；导演（电影）,/dərˈɛkt/,Is there a direct bus to the museum?,有直达博物馆的公交车吗？,
tourism,n.旅游业；观光,/tˈʊrˌɪzəm/,Tourism brings many visitors to the town.,旅游业为这个小镇带来了许多游客。,
appreciate,v.欣赏；感激,/əprˈiʃiˌeɪt/,I really appreciate your help.,我真的很感激你的帮助。,
certainly,ad.当然；一定，无疑,/sˈɜrtənli/,I will certainly keep your secret.,我一定会替你保守秘密。,
noisy,a.喧闹的，嘈杂的,/nˈɔɪzi/,The classroom became noisy after class.,下课后教室变得很吵闹。,
note,n.便条，笔记，注释；钞票，纸币；音符，音调vt.记下，记录；注意，留意,/nˈoʊt/,She left a note on my desk.,她在我的书桌上留了一张便条。,
patient,n.病人,/pˈeɪʃənt/,The patient is feeling much better today.,这位病人今天感觉好多了。,
nearby,a.附近的,/nˈɪrbˈaɪ/,We had lunch at a nearby restaurant.,我们在附近的一家餐馆吃了午饭。,
calm,a.镇静，沉着的v.镇静沉着,/kˈɑm/,Please stay calm during the storm.,暴风雨期间请保持镇静。,
magazine,n.杂志,/mˈæɡəzˌin/,I read an interesting science magazine.,我读了一本有趣的科学杂志。,
conclusion,n.结论；结束,/kənklˈuʒən/,We reached the same conclusion.,我们得出了相同的结论。,
warning,n.警报,/wˈɔrnɪŋ/,The dark clouds were a warning of rain.,乌云是即将下雨的警示。,
extremely,ad.极其，非常,/ɪkstrˈimli/,The water in the lake is extremely cold.,湖里的水非常冷。,
prize,n.奖赏，奖品,/prˈaɪz/,Linda won first prize in the contest.,琳达在比赛中获得了一等奖。,
respect,vt.&n.尊敬，尊重,/rɪspˈɛkt/,We should respect people with different ideas.,我们应该尊重持有不同观点的人。,
subject,a.隶属的；受支配的；易受…的；在…条件下vt.使隶属；使服从；使受到n.题目；主题；学科；主语；主体,/səbdʒˈɛkt/,Math is my favorite subject.,数学是我最喜欢的学科。,
repair,n.&vt.修理；修补,/rɪpˈɛr/,Dad will repair my broken bike.,爸爸会修理我坏掉的自行车。,
speaker,n.演讲人，演说家,/spˈikər/,The speaker told us an inspiring story.,演讲者给我们讲了一个鼓舞人心的故事。,
pet,n.宠物，爱畜,/pˈɛt/,My pet sleeps beside my bed.,我的宠物睡在我的床边。,
police,n.警察，警务人员,/pəlˈis/,The police helped the lost child.,警察帮助了那个迷路的孩子。,
attract,v.吸引，引起,/ətrˈækt/,Bright flowers attract many bees.,鲜艳的花朵吸引了许多蜜蜂。,
disappear,vi.消失,/dˌɪsəpˈɪr/,The rainbow began to disappear.,彩虹开始消失了。,
predict,v.预言，预告，预报,/prɪdˈɪkt/,Scientists can predict tomorrow's weather.,科学家可以预测明天的天气。,
fiction,n.小说，虚构的事,/fˈɪkʃən/,She enjoys reading science fiction.,她喜欢阅读科幻小说。,
electrical,a.电的；电器的,/ɪlˈɛktrɪkəl/,Do not touch electrical equipment with wet hands.,不要用湿手触碰电器设备。,
supply,vt.&n.供给，供应,/səplˈaɪ/,The truck will supply food to the village.,这辆卡车将为村庄供应食物。,
amazing,a.惊奇，惊叹的;震惊的,/əmˈeɪzɪŋ/,The view from the mountain was amazing.,山顶的景色令人惊叹。,
outer,a.外部的，外面的,/ˈaʊtər/,The outer wall of the house is white.,房子的外墙是白色的。,
promise,n.&vi.答应，允诺,/prˈɑməs/,I promise to return the book tomorrow.,我答应明天归还这本书。,
restaurant,n.饭馆，饭店,/rˈɛstərˌɑnt/,We ate noodles at a small restaurant.,我们在一家小饭馆吃了面条。,
click,v.点击（计算机用语）,/klˈɪk/,Please click the green button.,请点击绿色按钮。,
efficient,a.效率高的，有能力的,/ɪfˈɪʃənt/,This new machine is fast and efficient.,这台新机器又快又高效。,
ball,n.球n.舞会,/bˈɔl/,The boy kicked the ball across the field.,男孩把球踢过了球场。,
fairness,n.公平；公正,/fˈɛrnəs/,The coach treated every player with fairness.,教练公平地对待每一位队员。,
mention,n.提及；记载vt.提到，说起；提名表扬,/mˈɛnʃən/,He did not mention the accident.,他没有提到那场事故。,
replace,vt.取代,/rˌiplˈeɪs/,We need to replace the broken window.,我们需要更换破损的窗户。,
efficiency,n.效率；功效,/ɪfˈɪʃənsi/,The new plan improved our work efficiency.,新方案提高了我们的工作效率。,
mark,n.标记vt.标明，作记号于,/mˈɑrk/,Put a mark beside the correct answer.,在正确答案旁边做个记号。,
unpleasant,a.使人不愉快的,/ənplˈɛzənt/,There was an unpleasant smell in the room.,房间里有一股难闻的气味。,
disagreement,n.意见不一致；相违；争论,/dɪsəɡrˈimənt/,Their disagreement ended after a short talk.,他们简短交谈后消除了分歧。,
shame,n.遗憾的事；羞愧,/ʃˈeɪm/,It is a shame that you missed the show.,你错过了演出真遗憾。,
silent,a.无声的，无对话的,/sˈaɪlənt/,The hall became silent when she entered.,她进来时大厅变得鸦雀无声。,
cook,n.炊事员，厨师v.烹调，做饭,/kˈʊk/,My father can cook delicious meals.,我爸爸会做美味的饭菜。,
please,v.请，使人高兴，使人满意,/plˈiz/,I hope my answer will please the teacher.,我希望我的回答能让老师满意。,
cycle,vi.骑自行车,/sˈaɪkəl/,We often cycle to school together.,我们经常一起骑自行车上学。,
struggle,vi.斗争,/strˈʌɡəl/,Some students struggle with this math problem.,一些学生努力解决这道数学题。,
expression,n.表达；词句；表示，说法；表情,/ɪksprˈɛʃən/,A smile was the only expression on his face.,微笑是他脸上唯一的表情。,
tasty,a.味道好的,/tˈeɪsti/,These vegetable dumplings are very tasty.,这些蔬菜饺子很好吃。,
preference,n.选择，趋向,/prˈɛfərəns/,Everyone has a different food preference.,每个人都有不同的食物偏好。,
storage,n.贮藏；储存,/stˈɔrədʒ/,This box is useful for storage.,这个箱子很适合储物。,
eager,a.渴望的，热切的,/ˈiɡər/,The children were eager to see the pandas.,孩子们渴望看到大熊猫。,
stage,n.舞台；阶段,/stˈeɪdʒ/,She sang confidently on the stage.,她在舞台上自信地唱歌。,
encouragement,n.鼓励,/ɛnkˈɜrɪdʒmənt/,Her words gave me great encouragement.,她的话给了我很大的鼓励。,
ordinary,a.普通的，平常的,/ˈɔrdənˌɛri/,It looked like an ordinary school day.,这看起来是一个普通的上学日。,
drawing,n.图画，素描，绘画,/drˈɔɪŋ/,His drawing of the river won a prize.,他的河流画作获了奖。,
convenience,n.便利,/kənvˈinjəns/,Online shopping brings us great convenience.,网上购物给我们带来了很大的便利。,
awake,v.唤醒a.醒着的,/əwˈeɪk/,I was still awake at midnight.,午夜时我仍然醒着。,
aware,a.知道，意识到，发觉,/əwˈɛr/,Are you aware of the danger?,你意识到危险了吗？,
ride,v.骑（马、自行车）；乘车n.乘车旅行,/rˈaɪd/,Can you ride a horse?,你会骑马吗？,
chips,n.(pl.)炸土豆条（片）（复数）,/tʃˈɪps/,We shared a bag of chips after school.,放学后我们分享了一袋薯片。,
mess,n.凌乱,/mˈɛs/,Please clean up the mess in your room.,请收拾你房间里的脏乱。,
sentence,n.句子，判决,/sˈɛntəns/,Write a sentence about your family.,写一个关于你家人的句子。,
hang,v.悬挂，吊着；把……吊起,/hˈæŋ/,Please hang your coat by the door.,请把你的外套挂在门边。,
introduction,n.引进，介绍,/ˌɪntrədˈʌkʃən/,The book has a short introduction.,这本书有一篇简短的介绍。,
crew,n.全体船员,/krˈu/,The ship's crew worked through the storm.,全体船员在暴风雨中继续工作。,
pretend,vi.假装，装作,/pritˈɛnd/,Do not pretend to be asleep.,不要假装睡着了。,
react,v.回应，过敏，起物理，化学反应,/riˈækt/,How did your parents react to the news?,你的父母对这个消息有何反应？,
review,vt.重新调查；回顾；复习n.复查；复习；评论,/rˌivjˈu/,I need to review these notes before the test.,考试前我需要复习这些笔记。,
pretty,a.漂亮的，俊俏的,/prˈɪti/,She wore a pretty yellow dress.,她穿着一条漂亮的黄色连衣裙。,
virtual,a.虚拟的；几乎…的，事实上的，实际上的,/vˈɜrtʃuəl/,We took a virtual tour of the museum.,我们进行了一次博物馆虚拟参观。,
private,a.私人的,/prˈaɪvət/,This is a private conversation.,这是一次私人谈话。,
mentally,ad.精神上；智力上,/mˈɛntəli/,Regular exercise keeps us mentally healthy.,经常锻炼让我们保持心理健康。,
except,prep.除……之外,/ɪksˈɛpt/,Everyone came to the party except Tom.,除了汤姆以外，所有人都来参加聚会了。,
repeat,vt.重说，重做,/rɪpˈit/,Could you repeat the question?,你能把问题再说一遍吗？,
memorize,v.记忆,/mˈɛmərˌaɪz/,We must memorize the poem by Friday.,我们必须在周五前背下这首诗。,
tough,a.坚硬的；结实的；棘手的，难解的,/tˈʌf/,The final question was very tough.,最后一道题非常棘手。,
meanwhile,ad.同时,/mˈinwˌaɪl/,Mum made dinner; meanwhile I set the table.,妈妈做晚饭，同时我摆好了餐具。,
motor,n.发动机，马达,/mˈoʊtər/,The boat's motor suddenly stopped.,船的发动机突然停了。,
sex,n.性，性别,/sˈɛks/,The form asks for your name and sex.,这张表要求填写你的姓名和性别。,
straight,a.一直的，直的ad.一直地，直地,/strˈeɪt/,Walk straight until you reach the bank.,一直往前走，直到你到达银行。,
circle,n.圆圈v.盘旋,/sˈɜrkəl/,Draw a circle around the correct answer.,在正确答案周围画个圆圈。,
aside,ad.在旁边,/əsˈaɪd/,She stepped aside to let me pass.,她走到一旁让我通过。,
adolescence,n.青春，青春期,/ˌædəlˈɛsəns/,People experience many changes during adolescence.,人在青春期会经历许多变化。,
artificial,a.人工的，人造的,/ˌɑrtəfˈɪʃəl/,The room was decorated with artificial flowers.,房间用人造花装饰。,
false,a.不正确的；假的,/fˈɔls/,The story turned out to be false.,这个故事原来是假的。,
pepper,n.胡椒粉,/pˈɛpər/,Please add some pepper to the soup.,请往汤里加一些胡椒粉。,
rail,n.铁路,/rˈeɪl/,The city has a new rail system.,这座城市有一套新的铁路系统。,
capital,n.首都.省会.大写；资本,/kˈæpətəl/,Beijing is the capital of China.,北京是中国的首都。,
soil,n.土壤，土地,/sˈɔɪl/,These plants grow well in rich soil.,这些植物在肥沃的土壤中长得很好。,
recycle,vt.回收；再循环,/risˈaɪkəl/,We recycle paper and bottles at school.,我们在学校回收纸张和瓶子。,
electronic,a.电子的,/ɪlˌɛktrˈɑnɪk/,This electronic dictionary is easy to use.,这本电子词典很容易使用。,
weakness,n.软弱,/wˈiknəs/,Being impatient is his greatest weakness.,没有耐心是他最大的弱点。,
enable,v.使...能够,/ɛnˈeɪbəl/,These glasses enable her to see clearly.,这副眼镜使她能够看清楚。,
quiet,a.安静的；寂静的,/kwˈaɪət/,Please keep quiet in the library.,请在图书馆里保持安静。,
expectation,n.预料；期望,/ˌɛkspɛktˈeɪʃən/,The result was beyond our expectation.,结果超出了我们的预料。,
delicious,a.美味的，可口的,/dɪlˈɪʃəs/,Grandma made a delicious apple pie.,奶奶做了一个美味的苹果派。,
sudden,a.突然的,/sˈʌdən/,A sudden noise woke the baby.,一声突如其来的响声吵醒了宝宝。,
condition,n.条件，状况,/kəndˈɪʃən/,The bike is still in good condition.,这辆自行车的状况仍然很好。,
serve,vt.招待（顾客等），服务,/sˈɜrv/,This restaurant can serve lunch quickly.,这家餐馆能很快供应午餐。,
intake,n.摄取量,/ˈɪntˌeɪk/,You should limit your daily sugar intake.,你应该限制每天的糖摄取量。,
dinner,n.正餐，宴会,/dˈɪnər/,Our family eats dinner together every evening.,我们一家每天晚上一起吃晚饭。,
recipe,n.烹饪法，食谱,/rˈɛsəpi/,I followed the recipe to make the cake.,我按照食谱做了蛋糕。,
equipment,n.装备，设备,/ɪkwˈɪpmənt/,Our school bought new sports equipment.,我们学校购买了新的体育器材。,
partner,n.搭档，合作者,/pˈɑrtnər/,My partner helped me finish the project.,我的搭档帮助我完成了项目。,
expand,v.扩大，增加，扩展,/ɪkspˈænd/,The school plans to expand its library.,学校计划扩建图书馆。,
independent,a.独立的，有主见的,/ˌɪndɪpˈɛndənt/,She became more independent at middle school.,她上中学后变得更加独立。,
spoken,a.口语的,/spˈoʊkən/,This course will improve your spoken English.,这门课程会提高你的英语口语。,
unimportant,a.不重要的，无意义,/ənɪmpˈɔrtənt/,The small mistake is unimportant.,这个小错误并不重要。,
direction,n.方向；方位,/dərˈɛkʃən/,The wind changed direction this morning.,今天早上风向变了。,
handle,n.柄，把柄v.处理,/hˈændəl/,She can handle the problem by herself.,她能够独自处理这个问题。,
specific,a.明确的，具体的，独特的,/spəsˈɪfɪk/,Please give me a specific example.,请给我一个具体的例子。,
web,n.网，网状物,/wˈɛb/,A spider was building its web.,一只蜘蛛正在织网。,
overweight,a.太胖的，超重的,/ˌoʊvərwˈeɪt/,The doctor said the dog was overweight.,医生说这只狗超重了。,
observe,v.观察；遵守；过节；评价,/əbzˈɜrv/,We used a telescope to observe the moon.,我们用望远镜观察月球。,
headache,n.头疼,/hˈɛdˌeɪk/,The loud music gave me a headache.,嘈杂的音乐让我头疼。,
account,n.账目;描述,/əkˈaʊnt/,I opened a bank account yesterday.,我昨天开了一个银行账户。,
admit,vt.承认，准许（入场，入学，入会）,/ədmˈɪt/,He was afraid to admit his mistake.,他不敢承认自己的错误。,
wise,a.聪明，英明的，有见识的,/wˈaɪz/,It was wise to bring an umbrella.,带一把雨伞是明智的。,
official,n.（公司、团体或政府）官员，高级职员a.官方，政府的,/əfˈɪʃəl/,An official announced the new rule.,一名官员宣布了新规定。,
chemist,n.药剂师；化学家,/kˈɛmɪst/,The chemist tested the water in the lab.,化学家在实验室检测了水。,
achievable,adj.可达到的,/ətʃˈivəbəl/,Your goal is difficult but achievable.,你的目标虽难却可以实现。,
evolution,n.进化，演变,/ˌɛvəlˈuʃən/,We studied human evolution in science class.,我们在科学课上学习了人类进化。,
protection,n.保护,/prətˈɛkʃən/,This helmet provides protection for your head.,这顶头盔能保护你的头部。,
hide,v.把…藏起来，隐藏,/hˈaɪd/,The cat likes to hide under the bed.,这只猫喜欢躲在床下。,
wave,n.（热、光、声等的）波，波浪v.挥手，挥动，波动,/wˈeɪv/,She gave us a wave from the bus.,她在公交车上向我们挥了挥手。,
criticize,vt批评，批判,/krˈɪtɪsˌaɪz/,It is easy to criticize others.,批评别人很容易。,
guidance,n.引导，指导,/ɡˈaɪdəns/,I finished the task with my teacher's guidance.,我在老师的指导下完成了任务。,
cow,n.母牛，奶牛,/kˈaʊ/,The cow eats grass in the field.,奶牛在田野里吃草。,
cell,n.（监狱的）单人牢房；（修道院等的）单人小室；（蜂巢的）小蜂窝，蜂房；［生物］细胞,/sˈɛl/,Every living thing is made of at least one cell.,每种生物都由至少一个细胞构成。,
determine,vt.决定；决心,/dətˈɜrmən/,The test will determine which group you join.,这次测试将决定你加入哪个小组。,
current,adj.当前的，现在的,/kˈɜrənt/,The current weather is warm and sunny.,目前的天气温暖而晴朗。,
rock,n.岩石，大石头vt.摇，摇晃,/rˈɑk/,The child picked up a smooth rock.,孩子捡起了一块光滑的石头。,
awful,a.可怕的，极讨厌的,/ˈɑfəl/,The food had an awful smell.,这食物有一股难闻的气味。,
violence,n.暴力行为,/vˈaɪələns/,The film contains no violence.,这部电影不含暴力内容。,
trend,n.趋势，倾向，动态,/trˈɛnd/,This trend is popular among young people.,这种趋势在年轻人中很流行。,
plenty,n.充足，大量,/plˈɛnti/,We have plenty of time to finish.,我们有充足的时间完成。,
survival,n.存活，幸存,/sərvˈaɪvəl/,Clean water is necessary for survival.,干净的水是生存所必需的。,
puzzle,n.难题，（字、画）谜,/pˈʌzəl/,This puzzle is easier than it looks.,这个谜题比看起来容易。,
available,a.可获得的，有空的,/əvˈeɪləbəl/,The doctor is available this afternoon.,医生今天下午有空。,
competitive,a.有竞争力的，竞争力强的,/kəmpˈɛtətɪv/,Our school has a competitive basketball team.,我们学校有一支很有竞争力的篮球队。,
wake,v.醒来，叫醒,/wˈeɪk/,Please wake me at seven tomorrow.,明天请在七点叫醒我。,
nap,n.午睡,/nˈæp/,Grandpa takes a short nap after lunch.,爷爷午饭后会小睡一会儿。,
traffic,n.交通，来往车辆,/trˈæfɪk/,Heavy traffic made us late for school.,拥挤的交通使我们上学迟到了。,
