autumn,秋天,/ˈɔː.təm/,Leaves turn yellow in autumn.,树叶在秋天变黄。,"**词性**: 名词 (n.)

**释义**: 一年四季中收获的季节，也叫 fall。"
winter,冬天,/ˈwɪn.tər/,It often snows in winter.,冬天经常下雪。,"**词性**: 名词 (n.)

**释义**: 一年四季中最冷的季节。"
snowy,下雪的,/ˈsnoʊ.i/,It's a snowy day today.,今天是下雪天。,"**词性**: 形容词 (adj.)

**释义**: 正在下雪的，有很多雪的。"
windy,有风的,/ˈwɪn.di/,It's too windy to fly a kite.,风太大了，不能放风筝。,"**词性**: 形容词 (adj.)

**释义**: 刮风的，风很大的。"
cloudy,多云的,/ˈklaʊ.di/,It's cloudy today. Take an umbrella.,今天多云。带把伞吧。,"**词性**: 形容词 (adj.)

**释义**: 天空中有很多云的。"
foggy,有雾的,/ˈfɑː.ɡi/,Be careful driving on foggy days.,雾天开车要小心。,"**词性**: 形容词 (adj.)

**释义**: 有大雾的，能见度低的。"
wet,潮湿的,/wet/,The grass is wet after the rain.,雨后草地是湿的。,"**词性**: 形容词 (adj.)

**释义**: 有水的，潮湿的，不干燥的。"
happy,高兴的,/ˈhæp.i/,She looks very happy today.,她今天看起来很开心。,"**词性**: 形容词 (adj.)

**释义**: 感到快乐和满足的。"
worried,担心的,/ˈwɜːr.id/,Don't be worried. Everything will be fine.,别担心。一切都会好的。,"**词性**: 形容词 (adj.)

**释义**: 感到焦虑和不安的。"
funny,滑稽的,/ˈfʌn.i/,He told a very funny story.,他讲了一个很好笑的故事。,"**词性**: 形容词 (adj.)

**释义**: 令人发笑的，有趣好玩的。"
kind,善良的,/kaɪnd/,She is very kind to everyone.,她对每个人都很善良。,"**词性**: 形容词 (adj.)

**释义**: 对人友善、乐于助人的。"
hot,热的,/hɑːt/,It's very hot in summer.,夏天很热。,"**词性**: 形容词 (adj.)

**释义**: 温度高的，炎热的。"
cold,冷的,/koʊld/,It's cold and snowy in winter.,冬天又冷又下雪。,"**词性**: 形容词 (adj.)

**释义**: 温度低的，寒冷的。"
warm,温暖的,/wɔːrm/,Spring is warm and nice.,春天温暖而美好。,"**词性**: 形容词 (adj.)

**释义**: 温度适中偏暖的，温暖的。"
cool,凉爽的,/kuːl/,It's cool in autumn.,秋天很凉爽。,"**词性**: 形容词 (adj.)

**释义**: 温度稍低、令人舒适的。"
sunny,晴朗的,/ˈsʌn.i/,It's a sunny day. Let's go outside!,今天天气晴朗。我们出去吧！,"**词性**: 形容词 (adj.)

**释义**: 阳光充足的，天气晴好的。"
T-shirt,T恤衫,/ˈtiː.ʃɜːrt/,He wears a T-shirt in summer.,他夏天穿T恤。,"**词性**: 名词 (n.)

**释义**: 一种短袖的圆领上衣。"
pants,裤子,/pænts/,She is wearing blue pants.,她穿着蓝色裤子。,"**词性**: 名词 (n.)

**释义**: 穿在腿上的服装（美式英语）。"
glasses,眼镜,/ˈɡlæs.ɪz/,He wears glasses to read.,他戴眼镜看书。,"**词性**: 名词 (n.)

**释义**: 戴在眼睛前帮助看清东西的器具。"
jeans,牛仔裤,/dʒiːnz/,I like wearing jeans.,我喜欢穿牛仔裤。,"**词性**: 名词 (n.)

**释义**: 用牛仔布制成的裤子。"
shorts,短裤,/ʃɔːrts/,He wears shorts in hot weather.,热天他穿短裤。,"**词性**: 名词 (n.)

**释义**: 长度到膝盖以上的裤子。"
cap,鸭舌帽,/kæp/,He always wears a cap.,他总是戴着鸭舌帽。,"**词性**: 名词 (n.)

**释义**: 有帽檐的帽子。"
coat,外套,/koʊt/,Put on your coat. It's cold outside.,穿上你的外套。外面很冷。,"**词性**: 名词 (n.)

**释义**: 穿在外面的长款上衣，用于保暖。"
shoes,鞋子,/ʃuːz/,She bought a new pair of shoes.,她买了一双新鞋。,"**词性**: 名词 (n.)

**释义**: 穿在脚上的用于保护和行走的物品。"
sweater,毛衣,/ˈswet.ər/,Wear a sweater when it's cool.,天凉的时候穿毛衣。,"**词性**: 名词 (n.)

**释义**: 用毛线编织的保暖上衣。"
gloves,手套,/ɡlʌvz/,Don't forget your gloves in winter.,冬天别忘了戴手套。,"**词性**: 名词 (n.)

**释义**: 戴在手上用于保暖或保护的物品。"
trousers,长裤,/ˈtraʊ.zərz/,He is wearing black trousers.,他穿着黑色长裤。,"**词性**: 名词 (n.)

**释义**: 覆盖整条腿的裤子（英式英语）。"
shirt,衬衫,/ʃɜːrt/,He wears a white shirt to school.,他穿白衬衫上学。,"**词性**: 名词 (n.)

**释义**: 有领有扣的上衣。"
skirt,裙子,/skɜːrt/,She is wearing a pink skirt.,她穿着一条粉色裙子。,"**词性**: 名词 (n.)

**释义**: 女性穿的下身服装，从腰部垂下。"
dress,连衣裙,/dres/,She looks beautiful in that dress.,她穿那条连衣裙很漂亮。,"**词性**: 名词 (n.)

**释义**: 上下连体的女性服装。"
socks,袜子,/sɑːks/,I need a new pair of socks.,我需要一双新袜子。,"**词性**: 名词 (n.)

**释义**: 穿在脚上的短筒针织品。"
day,天,/deɪ/,What day is it today?,今天星期几？,"**词性**: 名词 (n.)

**释义**: 一天，一日。"
week,周,/wiːk/,I go swimming once a week.,我每周游泳一次。,"**词性**: 名词 (n.)

**释义**: 七天为一周。"
month,月,/mʌnθ/,There are twelve months in a year.,一年有十二个月。,"**词性**: 名词 (n.)

**释义**: 一年的十二分之一。"
year,年,/jɪr/,Happy New Year!,新年快乐！,"**词性**: 名词 (n.)

**释义**: 地球绕太阳一周的时间，十二个月。"
photo,照片,/ˈfoʊ.toʊ/,Let's take a photo together.,我们一起拍张照吧。,"**词性**: 名词 (n.)

**释义**: 用相机拍摄的图像。"
map,地图,/mæp/,Can you find it on the map?,你能在地图上找到它吗？,"**词性**: 名词 (n.)

**释义**: 标注地理信息的平面图。"
book,书,/bʊk/,I'm reading an interesting book.,我在读一本有趣的书。,"**词性**: 名词 (n.)

**释义**: 装订成册的印刷品，供阅读。"
phone,电话,/foʊn/,Can I use your phone?,我能用一下你的手机吗？,"**词性**: 名词 (n.)

**释义**: 用于通话或通信的电子设备。"
grandfather,爷爷；外公,/ˈɡrænd.fɑː.ðər/,My grandfather tells me stories.,我爷爷给我讲故事。,"**词性**: 名词 (n.)

**释义**: 爸爸或妈妈的爸爸，也叫 grandpa。"
grandmother,奶奶；外婆,/ˈɡrænd.mʌð.ər/,My grandmother makes delicious cakes.,我奶奶做的蛋糕很好吃。,"**词性**: 名词 (n.)

**释义**: 爸爸或妈妈的妈妈，也叫 grandma。"
father,父亲,/ˈfɑː.ðər/,My father is a doctor.,我爸爸是医生。,"**词性**: 名词 (n.)

**释义**: 爸爸，也叫 dad。"
brother,兄弟,/ˈbrʌð.ər/,I have a younger brother.,我有一个弟弟。,"**词性**: 名词 (n.)

**释义**: 哥哥或弟弟。"
sister,姐妹,/ˈsɪs.tər/,My sister is taller than me.,我姐姐比我高。,"**词性**: 名词 (n.)

**释义**: 姐姐或妹妹。"
uncle,叔叔；伯伯；舅舅,/ˈʌŋ.kəl/,My uncle lives in Shanghai.,我叔叔住在上海。,"**词性**: 名词 (n.)

**释义**: 爸爸或妈妈的兄弟，或姑姑、阿姨的丈夫。"
aunt,阿姨；姑姑,/ænt/,My aunt gave me a birthday gift.,我阿姨送了我一份生日礼物。,"**词性**: 名词 (n.)

**释义**: 爸爸或妈妈的姐妹，或叔叔、伯伯的妻子。"
cousin,表兄弟姐妹,/ˈkʌz.ən/,I like to play with my cousins.,我喜欢和表兄弟姐妹们一起玩。,"**词性**: 名词 (n.)

**释义**: 叔叔、伯伯、姑姑、舅舅、阿姨的孩子。"
singer,歌手,/ˈsɪŋ.ər/,She wants to be a singer.,她想成为一名歌手。,"**词性**: 名词 (n.)

**释义**: 以唱歌为职业的人。"
worker,工人,/ˈwɜːr.kər/,The workers are building a bridge.,工人们正在建一座桥。,"**词性**: 名词 (n.)

**释义**: 从事体力或技术劳动的人。"
poet,诗人,/ˈpoʊ.ɪt/,Li Bai was a famous poet.,李白是一位著名的诗人。,"**词性**: 名词 (n.)

**释义**: 写诗的人。"
writer,作家,/ˈraɪ.tər/,She is a famous writer.,她是一位著名的作家。,"**词性**: 名词 (n.)

**释义**: 以写作为职业的人。"
cook,厨师,/kʊk/,The cook made a delicious meal.,厨师做了一顿美味的饭。,"**词性**: 名词 (n.)

**释义**: 做饭的人，厨师。"
doctor,医生,/ˈdɑːk.tər/,I want to be a doctor when I grow up.,我长大想当医生。,"**词性**: 名词 (n.)

**释义**: 给病人看病和治疗的人。"
driver,司机,/ˈdraɪ.vər/,The bus driver is very friendly.,公交车司机很友好。,"**词性**: 名词 (n.)

**释义**: 驾驶交通工具的人。"
farmer,农民,/ˈfɑːr.mər/,The farmer grows vegetables on his farm.,农民在他的农场种蔬菜。,"**词性**: 名词 (n.)

**释义**: 在农场种植或饲养动物的人。"
nurse,护士,/nɜːrs/,The nurse is very kind and helpful.,护士很善良也很乐于助人。,"**词性**: 名词 (n.)

**释义**: 在医院照顾病人的人。"
police officer,警察,/pəˈliːs ˈɑː.fɪ.sər/,The police officer helps people.,警察帮助人们。,"**词性**: 名词短语 (n. phrase)

**释义**: 维护社会治安的执法人员。"
inventor,发明家,/ɪnˈven.tər/,Edison was a great inventor.,爱迪生是一位伟大的发明家。,"**词性**: 名词 (n.)

**释义**: 创造发明新事物的人。"
astronaut,宇航员,/ˈæs.trə.nɑːt/,I dream of being an astronaut.,我梦想成为一名宇航员。,"**词性**: 名词 (n.)

**释义**: 乘坐宇宙飞船去太空的人。"
lovely,可爱的,/ˈlʌv.li/,What a lovely day!,多么可爱的一天！,"**词性**: 形容词 (adj.)

**释义**: 令人喜爱的，讨人喜欢的。"
nice,好的；友好的,/naɪs/,She is a very nice girl.,她是一个很好的女孩。,"**词性**: 形容词 (adj.)

**释义**: 令人愉快的，友善的。"
active,活泼的,/ˈæk.tɪv/,He is an active boy.,他是一个活泼的男孩。,"**词性**: 形容词 (adj.)

**释义**: 好动的，积极活跃的。"
clever,聪明的,/ˈklev.ər/,She is a clever student.,她是一个聪明的学生。,"**词性**: 形容词 (adj.)

**释义**: 头脑灵活的，聪明伶俐的。"
smart,聪明的,/smɑːrt/,He is very smart in maths.,他数学很聪明。,"**词性**: 形容词 (adj.)

**释义**: 头脑聪慧的，机灵的。"
cute,可爱的,/kjuːt/,The baby is so cute!,这个宝宝太可爱了！,"**词性**: 形容词 (adj.)

**释义**: 小巧好看、惹人喜爱的。"
friendly,友好的,/ˈfrend.li/,She is friendly to everyone.,她对每个人都很友好。,"**词性**: 形容词 (adj.)

**释义**: 对人和善、容易相处的。"
polite,有礼貌的,/pəˈlaɪt/,He is a polite boy.,他是一个有礼貌的男孩。,"**词性**: 形容词 (adj.)

**释义**: 说话做事讲礼仪、有教养的。"
quiet,安静的,/ˈkwaɪ.ət/,Please be quiet in the library.,在图书馆请保持安静。,"**词性**: 形容词 (adj.)

**释义**: 没有声音的，不吵闹的。"
pretty,漂亮的,/ˈprɪt.i/,She is a pretty girl.,她是一个漂亮的女孩。,"**词性**: 形容词 (adj.)

**释义**: 外表好看的，漂亮的。"
strong,强壮的,/strɔːŋ/,He is very strong.,他很强壮。,"**词性**: 形容词 (adj.)

**释义**: 身体有力量的，结实的。"
old,老的；年纪大的,/oʊld/,My grandfather is old but healthy.,我爷爷年纪大了但很健康。,"**词性**: 形容词 (adj.)

**释义**: 年纪大的；旧的。"
young,年轻的,/jʌŋ/,She is young and active.,她年轻又活泼。,"**词性**: 形容词 (adj.)

**释义**: 年纪小的，年轻的。"
short,矮的,/ʃɔːrt/,He is short but strong.,他个子矮但很强壮。,"**词性**: 形容词 (adj.)

**释义**: 身高不高的；短的。"
tall,高的,/tɔːl/,She is the tallest girl in our class.,她是我们班最高的女孩。,"**词性**: 形容词 (adj.)

**释义**: 身高较高的。"
January,一月,/ˈdʒæn.ju.er.i/,January is the first month of the year.,一月是一年的第一个月。,"**词性**: 名词 (n.)

**释义**: 一年中的第一个月。"
March,三月,/mɑːrtʃ/,Spring begins in March.,春天从三月开始。,"**词性**: 名词 (n.)

**释义**: 一年中的第三个月。"
April,四月,/ˈeɪ.prəl/,It often rains in April.,四月经常下雨。,"**词性**: 名词 (n.)

**释义**: 一年中的第四个月。"
May,五月,/meɪ/,May Day is on May 1st.,劳动节在五月一日。,"**词性**: 名词 (n.)

**释义**: 一年中的第五个月。"
June,六月,/dʒuːn/,Children's Day is in June.,儿童节在六月。,"**词性**: 名词 (n.)

**释义**: 一年中的第六个月。"
July,七月,/dʒuˈlaɪ/,Summer holiday starts in July.,暑假从七月开始。,"**词性**: 名词 (n.)

**释义**: 一年中的第七个月。"
August,八月,/ˈɔː.ɡəst/,It's very hot in August.,八月很热。,"**词性**: 名词 (n.)

**释义**: 一年中的第八个月。"
October,十月,/ɑːkˈtoʊ.bər/,October is a beautiful month.,十月是一个美丽的月份。,"**词性**: 名词 (n.)

**释义**: 一年中的第十个月。"
December,十二月,/dɪˈsem.bər/,Christmas is in December.,圣诞节在十二月。,"**词性**: 名词 (n.)

**释义**: 一年中的最后一个月。"
first,第一,/fɜːrst/,She is the first one to arrive.,她是第一个到的。,"**词性**: 序数词 (num.)

**释义**: 排列顺序中最前面的。"
second,第二,/ˈsek.ənd/,My classroom is on the second floor.,我的教室在二楼。,"**词性**: 序数词 (num.)

**释义**: 排列顺序中的第二个。"
fourth,第四,/fɔːrθ/,Thursday is the fourth day of the week.,星期四是一周的第四天。,"**词性**: 序数词 (num.)

**释义**: 排列顺序中的第四个。"
fifth,第五,/fɪfθ/,He came fifth in the race.,他在比赛中获得第五名。,"**词性**: 序数词 (num.)

**释义**: 排列顺序中的第五个。"
on,在……上面,/ɑːn/,The book is on the desk.,书在桌子上。,"**词性**: 介词 (prep.)

**释义**: 在某物的表面上。"
in,在……里面,/ɪn/,The cat is in the box.,猫在盒子里。,"**词性**: 介词 (prep.)

**释义**: 在某个空间的内部。"
under,在……下面,/ˈʌn.dər/,The dog is under the table.,狗在桌子下面。,"**词性**: 介词 (prep.)

**释义**: 在某物的正下方。"
next to,在……旁边,,The library is next to the park.,图书馆在公园旁边。,"**词性**: 介词短语 (prep. phrase)

**释义**: 紧挨着，在旁边。"
near,在……附近,/nɪr/,Is there a bookshop near here?,这附近有书店吗？,"**词性**: 介词 (prep.)

**释义**: 离得不远，在附近。"
chair,椅子,/tʃer/,Please sit on the chair.,请坐在椅子上。,"**词性**: 名词 (n.)

**释义**: 供人坐的家具。"
desk,书桌,/desk/,There are books on my desk.,我的书桌上有书。,"**词性**: 名词 (n.)

**释义**: 用来读书写字的桌子。"
bed,床,/bed/,I go to bed at nine o'clock.,我九点上床睡觉。,"**词性**: 名词 (n.)

**释义**: 供人睡觉的家具。"
sofa,沙发,/ˈsoʊ.fə/,Dad is sitting on the sofa.,爸爸坐在沙发上。,"**词性**: 名词 (n.)

**释义**: 有靠背和扶手的软座椅。"
flowers,花,/ˈflaʊ.ərz/,There are beautiful flowers in the garden.,花园里有美丽的花。,"**词性**: 名词 (n.)

**释义**: 植物开出的美丽部分。"
box,盒子,/bɑːks/,What's in the box?,盒子里有什么？,"**词性**: 名词 (n.)

**释义**: 用来装东西的容器。"
door,门,/dɔːr/,Please close the door.,请关上门。,"**词性**: 名词 (n.)

**释义**: 建筑物或房间的出入口。"
light,灯,/laɪt/,Turn on the light, please.,请开灯。,"**词性**: 名词 (n.)

**释义**: 用来照明的设备。"
TV,电视,/ˌtiːˈviː/,I watch TV after dinner.,我晚饭后看电视。,"**词性**: 名词 (n.)

**释义**: 电视机，用来收看节目。"
clock,钟,/klɑːk/,There is a clock on the wall.,墙上有一个钟。,"**词性**: 名词 (n.)

**释义**: 用来显示时间的器具。"
one,一,/wʌn/,I have one brother.,我有一个兄弟。,"**词性**: 数词 (num.)

**释义**: 数字 1。"
two,二,/tuː/,I have two cats.,我有两只猫。,"**词性**: 数词 (num.)

**释义**: 数字 2。"
three,三,/θriː/,There are three books on the desk.,桌子上有三本书。,"**词性**: 数词 (num.)

**释义**: 数字 3。"
four,四,/fɔːr/,A dog has four legs.,狗有四条腿。,"**词性**: 数词 (num.)

**释义**: 数字 4。"
five,五,/faɪv/,I go to school five days a week.,我一周上五天学。,"**词性**: 数词 (num.)

**释义**: 数字 5。"
six,六,/sɪks/,We have dinner at six.,我们六点吃晚饭。,"**词性**: 数词 (num.)

**释义**: 数字 6。"
seven,七,/ˈsev.ən/,There are seven days in a week.,一周有七天。,"**词性**: 数词 (num.)

**释义**: 数字 7。"
eight,八,/eɪt/,I get up at eight o'clock.,我八点起床。,"**词性**: 数词 (num.)

**释义**: 数字 8。"
nine,九,/naɪn/,I go to bed at nine.,我九点睡觉。,"**词性**: 数词 (num.)

**释义**: 数字 9。"
ten,十,/ten/,I have ten fingers.,我有十根手指。,"**词性**: 数词 (num.)

**释义**: 数字 10。"
eleven,十一,/ɪˈlev.ən/,There are eleven players on a football team.,一个足球队有十一名球员。,"**词性**: 数词 (num.)

**释义**: 数字 11。"
twelve,十二,/twelv/,There are twelve months in a year.,一年有十二个月。,"**词性**: 数词 (num.)

**释义**: 数字 12。"
twenty,二十,/ˈtwen.ti/,There are twenty students in my class.,我们班有二十个学生。,"**词性**: 数词 (num.)

**释义**: 数字 20。"
thirty,三十,/ˈθɜːr.ti/,My mother is thirty years old.,我妈妈三十岁。,"**词性**: 数词 (num.)

**释义**: 数字 30。"
forty,四十,/ˈfɔːr.ti/,My father is forty years old.,我爸爸四十岁。,"**词性**: 数词 (num.)

**释义**: 数字 40。"
fifty,五十,/ˈfɪf.ti/,There are fifty chairs in the hall.,大厅里有五十把椅子。,"**词性**: 数词 (num.)

**释义**: 数字 50。"
by bus,乘公共汽车,,I go to school by bus.,我坐公共汽车上学。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐公共汽车出行。"
by boat,乘船,,We crossed the river by boat.,我们坐船过了河。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐船出行。"
by ship,乘轮船,,They travelled to Japan by ship.,他们坐轮船去了日本。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐大型轮船出行。"
by car,乘汽车,,My dad drives me to school by car.,我爸爸开车送我上学。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐小汽车出行。"
by taxi,乘出租车,,Let's go to the airport by taxi.,我们坐出租车去机场吧。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐出租车出行。"
by bike,骑自行车,,She goes to work by bike.,她骑自行车上班。,"**词性**: 介词短语 (prep. phrase)

**释义**: 骑自行车出行。"
by school bus,乘校车,,Many students go to school by school bus.,很多学生坐校车上学。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐学校的巴士上下学。"
by subway,乘地铁,,I go downtown by subway.,我坐地铁去市中心。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐地铁出行。"
by plane,乘飞机,,We went to Beijing by plane.,我们坐飞机去了北京。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐飞机出行。"
by train,乘火车,,It takes two hours by train.,坐火车要两个小时。,"**词性**: 介词短语 (prep. phrase)

**释义**: 乘坐火车出行。"
on foot,步行,,I go to school on foot.,我步行上学。,"**词性**: 介词短语 (prep. phrase)

**释义**: 走路，不乘坐交通工具。"
often,经常,/ˈɔː.fən/,I often play football after school.,我放学后经常踢足球。,"**词性**: 副词 (adv.)

**释义**: 很多次，频繁地。"
usually,通常,/ˈjuː.ʒu.ə.li/,I usually get up at seven.,我通常七点起床。,"**词性**: 副词 (adv.)

**释义**: 大多数时候，一般情况下。"
sometimes,有时候,/ˈsʌm.taɪmz/,I sometimes walk to school.,我有时候走路上学。,"**词性**: 副词 (adv.)

**释义**: 偶尔，有的时候。"
once,一次,/wʌns/,I go swimming once a week.,我每周游泳一次。,"**词性**: 副词 (adv.)

**释义**: 一次，一回。"
twice,两次,/twaɪs/,I brush my teeth twice a day.,我每天刷两次牙。,"**词性**: 副词 (adv.)

**释义**: 两次，两回。"
go shopping,去购物,,Mum goes shopping every Saturday.,妈妈每周六去购物。,"**词性**: 动词短语 (v. phrase)

**释义**: 去商店买东西。"
go boating,去划船,,Let's go boating on the lake.,我们去湖上划船吧。,"**词性**: 动词短语 (v. phrase)

**释义**: 去乘船游玩。"
go camping,去露营,,We go camping in summer.,我们夏天去露营。,"**词性**: 动词短语 (v. phrase)

**释义**: 去户外搭帐篷过夜。"
go hiking,去远足,,I like to go hiking on weekends.,我喜欢周末去远足。,"**词性**: 动词短语 (v. phrase)

**释义**: 去野外徒步行走。"
go swimming,去游泳,,We go swimming in the river.,我们在河里游泳。,"**词性**: 动词短语 (v. phrase)

**释义**: 去水中游泳运动。"
go to a drawing club,去绘画社,,She goes to a drawing club after school.,她放学后去绘画社。,"**词性**: 动词短语 (v. phrase)

**释义**: 去参加绘画兴趣社团的活动。"
dance,跳舞,/dæns/,She likes to dance.,她喜欢跳舞。,"**词性**: 动词 (v.) / 名词 (n.)

**释义**: 随着音乐节奏做身体动作。"
listen to music,听音乐,,I listen to music before bed.,我睡前听音乐。,"**词性**: 动词短语 (v. phrase)

**释义**: 用耳朵欣赏音乐。"
watch TV,看电视,,I watch TV after dinner.,我晚饭后看电视。,"**词性**: 动词短语 (v. phrase)

**释义**: 观看电视节目。"
swim,游泳,/swɪm/,I can swim very fast.,我游泳游得很快。,"**词性**: 动词 (v.)

**释义**: 在水中移动身体前进。"
run,跑步,/rʌn/,He runs every morning.,他每天早上跑步。,"**词性**: 动词 (v.)

**释义**: 用脚快速移动。"
play chess,下棋,,My grandpa teaches me to play chess.,我爷爷教我下棋。,"**词性**: 动词短语 (v. phrase)

**释义**: 进行棋类比赛或游戏。"
play computer games,玩电脑游戏,,Don't play computer games too much.,不要玩太多电脑游戏。,"**词性**: 动词短语 (v. phrase)

**释义**: 在电脑上玩电子游戏。"
play football,踢足球,,Boys like to play football.,男孩们喜欢踢足球。,"**词性**: 动词短语 (v. phrase)

**释义**: 进行足球运动。"
play basketball,打篮球,,He plays basketball every day.,他每天打篮球。,"**词性**: 动词短语 (v. phrase)

**释义**: 进行篮球运动。"
play ping-pong,打乒乓球,,I play ping-pong with my friend.,我和朋友打乒乓球。,"**词性**: 动词短语 (v. phrase)

**释义**: 进行乒乓球运动，也叫 table tennis。"
visit grandparents,看望祖父母,,We visit grandparents on weekends.,我们周末看望祖父母。,"**词性**: 动词短语 (v. phrase)

**释义**: 去祖父母家看望他们。"
wake up,醒来,,I wake up at 6:30 every day.,我每天六点半醒来。,"**词性**: 动词短语 (v. phrase)

**释义**: 从睡眠中醒过来。"
go to school,去上学,,I go to school at 7:30.,我七点半去上学。,"**词性**: 动词短语 (v. phrase)

**释义**: 去学校上课。"
go home,回家,,I go home at 4:00.,我四点回家。,"**词性**: 动词短语 (v. phrase)

**释义**: 从外面回到家里。"
go to bed,去睡觉,,I go to bed at nine o'clock.,我九点上床睡觉。,"**词性**: 动词短语 (v. phrase)

**释义**: 上床准备睡觉。"
eat breakfast,吃早饭,,I eat breakfast at 7:00.,我七点吃早饭。,"**词性**: 动词短语 (v. phrase)

**释义**: 吃一天中的第一顿饭。"
do homework,做作业,,I do homework after dinner.,我晚饭后做作业。,"**词性**: 动词短语 (v. phrase)

**释义**: 完成老师布置的家庭作业。"
stay at home,待在家,,I stay at home on rainy days.,下雨天我待在家里。,"**词性**: 动词短语 (v. phrase)

**释义**: 不出门，留在家里。"
sleep,睡觉,/sliːp/,I sleep for eight hours every night.,我每晚睡八个小时。,"**词性**: 动词 (v.)

**释义**: 闭上眼睛进入休息状态。"
study,学习,/ˈstʌd.i/,I study English every day.,我每天学英语。,"**词性**: 动词 (v.)

**释义**: 通过读书等方式获取知识。"
o'clock,……点钟,/əˈklɑːk/,It's seven o'clock now.,现在七点了。,"**词性**: 副词 (adv.)

**释义**: 表示整点时间。"
hospital,医院,/ˈhɑː.spɪ.t̬əl/,She went to the hospital to see a doctor.,她去医院看医生了。,"**词性**: 名词 (n.)

**释义**: 给病人看病和治疗的地方。"
park,公园,/pɑːrk/,We often play in the park.,我们经常在公园里玩。,"**词性**: 名词 (n.)

**释义**: 供人们休闲和游玩的公共场所。"
school,学校,/skuːl/,I like my school very much.,我非常喜欢我的学校。,"**词性**: 名词 (n.)

**释义**: 学生学习和上课的地方。"
zoo,动物园,/zuː/,We saw many animals at the zoo.,我们在动物园看到了很多动物。,"**词性**: 名词 (n.)

**释义**: 展示各种动物供人们参观的场所。"
shop,商店,/ʃɑːp/,There is a shop near my home.,我家附近有一家商店。,"**词性**: 名词 (n.)

**释义**: 出售商品的地方。"
bank,银行,/bæŋk/,My mum works in a bank.,我妈妈在银行工作。,"**词性**: 名词 (n.)

**释义**: 存钱、取钱和办理金融业务的地方。"
hotel,旅馆,/hoʊˈtel/,We stayed at a hotel near the beach.,我们住在海滩附近的旅馆。,"**词性**: 名词 (n.)

**释义**: 为旅客提供住宿的地方。"
police station,警察局,,The police station is next to the bank.,警察局在银行旁边。,"**词性**: 名词短语 (n. phrase)

**释义**: 警察办公和处理事务的地方。"
subway station,地铁站,,The subway station is across from the library.,地铁站在图书馆对面。,"**词性**: 名词短语 (n. phrase)

**释义**: 乘坐地铁的站点。"
