path,We followed a narrow path through the woods.,我们沿着一条狭窄的小路穿过树林。
lift,Can you help me lift this heavy bag?,你能帮我提起这个重包吗？
neither,Neither answer is correct.,两个答案都不正确。
park,The children played in the park after school.,孩子们放学后在公园里玩。
optimistic,She is optimistic about the future.,她对未来很乐观。
praise,Teachers praise him for his kindness.,老师们表扬他的善良。
particular,This particular book is very useful.,这本特别的书很有用。
match,This blue shirt will match your jeans.,这件蓝衬衫和你的牛仔裤很相配。
major,Air pollution is a major problem here.,空气污染是这里的一个主要问题。
visual,The chart gives us a clear visual guide.,这张图表为我们提供了清晰的视觉指引。
genius,Everyone thought the young inventor was a genius.,大家都认为这位年轻发明家是个天才。
platform,We waited for the train on platform three.,我们在三号站台等火车。
apply,I plan to apply for the school team.,我打算申请加入校队。
obvious,It was obvious that she was tired.,很明显她累了。
worm,The bird pulled a worm from the ground.,那只鸟从地里叼出一条蚯蚓。
track,The runners raced around the track.,选手们绕着跑道赛跑。
trick,The magician showed us a simple trick.,魔术师给我们表演了一个简单的把戏。
equal,All students should have equal chances.,所有学生都应该有平等的机会。
object,There was a strange object in the sky.,天空中有一个奇怪的物体。
mask,The doctor wore a mask at work.,医生工作时戴着口罩。
direct,Is there a direct bus to the museum?,有直达博物馆的公交车吗？
tourism,Tourism brings many visitors to the town.,旅游业为这个小镇带来了许多游客。
appreciate,I really appreciate your help.,我真的很感激你的帮助。
certainly,I will certainly keep your secret.,我一定会替你保守秘密。
noisy,The classroom became noisy after class.,下课后教室变得很吵闹。
note,She left a note on my desk.,她在我的书桌上留了一张便条。
patient,The patient is feeling much better today.,这位病人今天感觉好多了。
nearby,We had lunch at a nearby restaurant.,我们在附近的一家餐馆吃了午饭。
calm,Please stay calm during the storm.,暴风雨期间请保持镇静。
magazine,I read an interesting science magazine.,我读了一本有趣的科学杂志。
conclusion,We reached the same conclusion.,我们得出了相同的结论。
warning,The dark clouds were a warning of rain.,乌云是即将下雨的警示。
extremely,The water in the lake is extremely cold.,湖里的水非常冷。
prize,Linda won first prize in the contest.,琳达在比赛中获得了一等奖。
respect,We should respect people with different ideas.,我们应该尊重持有不同观点的人。
subject,Math is my favorite subject.,数学是我最喜欢的学科。
repair,Dad will repair my broken bike.,爸爸会修理我坏掉的自行车。
speaker,The speaker told us an inspiring story.,演讲者给我们讲了一个鼓舞人心的故事。
pet,My pet sleeps beside my bed.,我的宠物睡在我的床边。
police,The police helped the lost child.,警察帮助了那个迷路的孩子。
attract,Bright flowers attract many bees.,鲜艳的花朵吸引了许多蜜蜂。
disappear,The rainbow began to disappear.,彩虹开始消失了。
predict,Scientists can predict tomorrow's weather.,科学家可以预测明天的天气。
fiction,She enjoys reading science fiction.,她喜欢阅读科幻小说。
electrical,Do not touch electrical equipment with wet hands.,不要用湿手触碰电器设备。
supply,The truck will supply food to the village.,这辆卡车将为村庄供应食物。
amazing,The view from the mountain was amazing.,山顶的景色令人惊叹。
outer,The outer wall of the house is white.,房子的外墙是白色的。
promise,I promise to return the book tomorrow.,我答应明天归还这本书。
restaurant,We ate noodles at a small restaurant.,我们在一家小饭馆吃了面条。
click,Please click the green button.,请点击绿色按钮。
efficient,This new machine is fast and efficient.,这台新机器又快又高效。
ball,The boy kicked the ball across the field.,男孩把球踢过了球场。
fairness,The coach treated every player with fairness.,教练公平地对待每一位队员。
mention,He did not mention the accident.,他没有提到那场事故。
replace,We need to replace the broken window.,我们需要更换破损的窗户。
efficiency,The new plan improved our work efficiency.,新方案提高了我们的工作效率。
mark,Put a mark beside the correct answer.,在正确答案旁边做个记号。
unpleasant,There was an unpleasant smell in the room.,房间里有一股难闻的气味。
disagreement,Their disagreement ended after a short talk.,他们简短交谈后消除了分歧。
shame,It is a shame that you missed the show.,你错过了演出真遗憾。
silent,The hall became silent when she entered.,她进来时大厅变得鸦雀无声。
cook,My father can cook delicious meals.,我爸爸会做美味的饭菜。
please,I hope my answer will please the teacher.,我希望我的回答能让老师满意。
cycle,We often cycle to school together.,我们经常一起骑自行车上学。
struggle,Some students struggle with this math problem.,一些学生努力解决这道数学题。
expression,A smile was the only expression on his face.,微笑是他脸上唯一的表情。
tasty,These vegetable dumplings are very tasty.,这些蔬菜饺子很好吃。
preference,Everyone has a different food preference.,每个人都有不同的食物偏好。
storage,This box is useful for storage.,这个箱子很适合储物。
eager,The children were eager to see the pandas.,孩子们渴望看到大熊猫。
stage,She sang confidently on the stage.,她在舞台上自信地唱歌。
encouragement,Her words gave me great encouragement.,她的话给了我很大的鼓励。
ordinary,It looked like an ordinary school day.,这看起来是一个普通的上学日。
drawing,His drawing of the river won a prize.,他的河流画作获了奖。
convenience,Online shopping brings us great convenience.,网上购物给我们带来了很大的便利。
awake,I was still awake at midnight.,午夜时我仍然醒着。
aware,Are you aware of the danger?,你意识到危险了吗？
ride,Can you ride a horse?,你会骑马吗？
chips,We shared a bag of chips after school.,放学后我们分享了一袋薯片。
mess,Please clean up the mess in your room.,请收拾你房间里的脏乱。
sentence,Write a sentence about your family.,写一个关于你家人的句子。
hang,Please hang your coat by the door.,请把你的外套挂在门边。
introduction,The book has a short introduction.,这本书有一篇简短的介绍。
crew,The ship's crew worked through the storm.,全体船员在暴风雨中继续工作。
pretend,Do not pretend to be asleep.,不要假装睡着了。
react,How did your parents react to the news?,你的父母对这个消息有何反应？
review,I need to review these notes before the test.,考试前我需要复习这些笔记。
pretty,She wore a pretty yellow dress.,她穿着一条漂亮的黄色连衣裙。
virtual,We took a virtual tour of the museum.,我们进行了一次博物馆虚拟参观。
private,This is a private conversation.,这是一次私人谈话。
mentally,Regular exercise keeps us mentally healthy.,经常锻炼让我们保持心理健康。
except,Everyone came to the party except Tom.,除了汤姆以外，所有人都来参加聚会了。
repeat,Could you repeat the question?,你能把问题再说一遍吗？
memorize,We must memorize the poem by Friday.,我们必须在周五前背下这首诗。
tough,The final question was very tough.,最后一道题非常棘手。
meanwhile,Mum made dinner; meanwhile I set the table.,妈妈做晚饭，同时我摆好了餐具。
motor,The boat's motor suddenly stopped.,船的发动机突然停了。
sex,The form asks for your name and sex.,这张表要求填写你的姓名和性别。
straight,Walk straight until you reach the bank.,一直往前走，直到你到达银行。
circle,Draw a circle around the correct answer.,在正确答案周围画个圆圈。
aside,She stepped aside to let me pass.,她走到一旁让我通过。
adolescence,People experience many changes during adolescence.,人在青春期会经历许多变化。
artificial,The room was decorated with artificial flowers.,房间用人造花装饰。
false,The story turned out to be false.,这个故事原来是假的。
pepper,Please add some pepper to the soup.,请往汤里加一些胡椒粉。
rail,The city has a new rail system.,这座城市有一套新的铁路系统。
capital,Beijing is the capital of China.,北京是中国的首都。
soil,These plants grow well in rich soil.,这些植物在肥沃的土壤中长得很好。
recycle,We recycle paper and bottles at school.,我们在学校回收纸张和瓶子。
electronic,This electronic dictionary is easy to use.,这本电子词典很容易使用。
weakness,Being impatient is his greatest weakness.,没有耐心是他最大的弱点。
enable,These glasses enable her to see clearly.,这副眼镜使她能够看清楚。
quiet,Please keep quiet in the library.,请在图书馆里保持安静。
expectation,The result was beyond our expectation.,结果超出了我们的预料。
delicious,Grandma made a delicious apple pie.,奶奶做了一个美味的苹果派。
sudden,A sudden noise woke the baby.,一声突如其来的响声吵醒了宝宝。
condition,The bike is still in good condition.,这辆自行车的状况仍然很好。
serve,This restaurant can serve lunch quickly.,这家餐馆能很快供应午餐。
intake,You should limit your daily sugar intake.,你应该限制每天的糖摄取量。
dinner,Our family eats dinner together every evening.,我们一家每天晚上一起吃晚饭。
recipe,I followed the recipe to make the cake.,我按照食谱做了蛋糕。
equipment,Our school bought new sports equipment.,我们学校购买了新的体育器材。
partner,My partner helped me finish the project.,我的搭档帮助我完成了项目。
expand,The school plans to expand its library.,学校计划扩建图书馆。
independent,She became more independent at middle school.,她上中学后变得更加独立。
spoken,This course will improve your spoken English.,这门课程会提高你的英语口语。
unimportant,The small mistake is unimportant.,这个小错误并不重要。
direction,The wind changed direction this morning.,今天早上风向变了。
handle,She can handle the problem by herself.,她能够独自处理这个问题。
specific,Please give me a specific example.,请给我一个具体的例子。
web,A spider was building its web.,一只蜘蛛正在织网。
overweight,The doctor said the dog was overweight.,医生说这只狗超重了。
observe,We used a telescope to observe the moon.,我们用望远镜观察月球。
headache,The loud music gave me a headache.,嘈杂的音乐让我头疼。
account,I opened a bank account yesterday.,我昨天开了一个银行账户。
admit,He was afraid to admit his mistake.,他不敢承认自己的错误。
wise,It was wise to bring an umbrella.,带一把雨伞是明智的。
official,An official announced the new rule.,一名官员宣布了新规定。
chemist,The chemist tested the water in the lab.,化学家在实验室检测了水。
achievable,Your goal is difficult but achievable.,你的目标虽难却可以实现。
evolution,We studied human evolution in science class.,我们在科学课上学习了人类进化。
protection,This helmet provides protection for your head.,这顶头盔能保护你的头部。
hide,The cat likes to hide under the bed.,这只猫喜欢躲在床下。
wave,She gave us a wave from the bus.,她在公交车上向我们挥了挥手。
criticize,It is easy to criticize others.,批评别人很容易。
guidance,I finished the task with my teacher's guidance.,我在老师的指导下完成了任务。
cow,The cow eats grass in the field.,奶牛在田野里吃草。
cell,Every living thing is made of at least one cell.,每种生物都由至少一个细胞构成。
determine,The test will determine which group you join.,这次测试将决定你加入哪个小组。
current,The current weather is warm and sunny.,目前的天气温暖而晴朗。
rock,The child picked up a smooth rock.,孩子捡起了一块光滑的石头。
awful,The food had an awful smell.,这食物有一股难闻的气味。
violence,The film contains no violence.,这部电影不含暴力内容。
trend,This trend is popular among young people.,这种趋势在年轻人中很流行。
plenty,We have plenty of time to finish.,我们有充足的时间完成。
survival,Clean water is necessary for survival.,干净的水是生存所必需的。
puzzle,This puzzle is easier than it looks.,这个谜题比看起来容易。
available,The doctor is available this afternoon.,医生今天下午有空。
competitive,Our school has a competitive basketball team.,我们学校有一支很有竞争力的篮球队。
wake,Please wake me at seven tomorrow.,明天请在七点叫醒我。
nap,Grandpa takes a short nap after lunch.,爷爷午饭后会小睡一会儿。
traffic,Heavy traffic made us late for school.,拥挤的交通使我们上学迟到了。
adolescent,Every adolescent needs care and respect.,每个青少年都需要关爱和尊重。
thus,"It was raining, and thus the game was canceled.",当时在下雨，因此比赛被取消了。
taste,This soup has a rich taste.,这汤味道很浓郁。
intervention,The teacher's intervention stopped the argument.,老师的介入制止了争吵。
post,I will post the letter on my way home.,我会在回家路上把信寄出去。
mass,A mass of clouds covered the sky.,大片云朵遮住了天空。
reliable,Amy is reliable and always keeps her promises.,艾米很可靠，总是信守承诺。
technique,This simple technique can improve your drawing.,这个简单的技巧能提高你的绘画水平。
persuade,I tried to persuade Dad to ride a bike.,我试着说服爸爸骑自行车。
dry,Leave your wet shoes outside to dry.,把湿鞋放在外面晾干。
tongue,The hot soup burned my tongue.,热汤烫到了我的舌头。
staff,The hotel staff were friendly and helpful.,酒店全体员工都很友善且乐于助人。
toothbrush,I packed my toothbrush for the trip.,我为旅行收好了牙刷。
reviewer,The reviewer praised the book's exciting story.,评论者称赞了这本书精彩的故事。
transport,Trucks transport fresh food to the city.,卡车把新鲜食物运到城里。
coral,Colorful fish swam around the coral.,色彩鲜艳的鱼在珊瑚周围游动。
liquid,Water is a clear liquid.,水是一种透明液体。
president,The club president welcomed the new members.,俱乐部主席欢迎了新成员。
attraction,The old castle is the town's main attraction.,这座古堡是镇上的主要景点。
silence,The class waited in silence for the results.,全班安静地等待结果。
agreement,The two teams reached an agreement at last.,两队最终达成了协议。
divide,Let's divide the cake into eight pieces.,我们把蛋糕分成八块吧。
worthy,Her brave act is worthy of praise.,她的勇敢行为值得赞扬。
nor,"Jack cannot swim, nor can his brother.",杰克不会游泳，他弟弟也不会。
external,The camera has an external microphone.,这台相机配有外置麦克风。
demand,The workers demand a safer workplace.,工人们要求有一个更安全的工作场所。
tradition,Eating together is a family tradition.,一起吃饭是我们家的传统。
collection,Mia showed me her stamp collection.,米娅给我看了她的邮票收藏。
coin,I found an old coin under the sofa.,我在沙发下面发现了一枚旧硬币。
consideration,Please give my idea some consideration.,请考虑一下我的想法。
presentation,Leo gave a short presentation about space.,利奥做了一个关于太空的简短演示。
outgoing,My outgoing sister enjoys meeting new people.,我外向的姐姐喜欢结识新朋友。
keeper,The keeper feeds the pandas every morning.,饲养员每天早晨给熊猫喂食。
lifetime,She hopes to travel around the world in her lifetime.,她希望有生之年能环游世界。
afford,We cannot afford a new car right now.,我们目前买不起新车。
gentle,Be gentle when you hold the baby bird.,抱小鸟时动作要轻柔。
institute,The institute studies new ways to save energy.,这家研究所研究节约能源的新方法。
diary,Nina writes in her diary every night.,妮娜每天晚上都写日记。
inspire,Great teachers inspire students to keep trying.,优秀的老师激励学生不断尝试。
rise,We watched the sun rise over the sea.,我们看着太阳从海面升起。
consume,Old machines consume too much electricity.,旧机器消耗太多电力。
seldom,We seldom eat out on school nights.,上学期间的晚上我们很少外出吃饭。
dialogue,The play begins with a funny dialogue.,这出戏以一段有趣的对话开场。
member,Every member of the team has a job.,团队中的每个成员都有一项任务。
unfortunately,"Unfortunately, our picnic was canceled by the rain.",不幸的是，我们的野餐因下雨而取消了。
uncertain,I am uncertain about the answer to this question.,我不确定这道题的答案。
patience,Learning to play the piano takes patience.,学习弹钢琴需要耐心。
abroad,My cousin plans to study abroad next year.,我表哥计划明年去国外学习。
appetite,The long walk gave me a good appetite.,长时间步行让我胃口大开。
fix,Can you help me fix my broken bike?,你能帮我修理坏掉的自行车吗？
schedule,My schedule is full this afternoon.,我今天下午的日程排满了。
bathroom,Ben washed his hands in the bathroom.,本在盥洗室里洗了手。
remove,Please remove your shoes before entering.,进入前请脱鞋。
deadly,This snake's bite can be deadly.,这种蛇咬伤可能致命。
infection,Wash the cut to prevent infection.,清洗伤口以防感染。
charge,They charge ten yuan for each ticket.,他们每张票收费十元。
academy,She studies music at a famous academy.,她在一所著名的专科学院学习音乐。
monitor,The class monitor collected our homework.,班长收了我们的作业。
screen,The message appeared on the screen.,消息出现在屏幕上。
aspect,Safety is the most important aspect of the plan.,安全是这项计划最重要的方面。
strategy,Our strategy helped us win the game.,我们的策略帮助我们赢得了比赛。
statement,The witness gave a clear statement to the police.,目击者向警方作了清楚的陈述。
automatic,The automatic doors opened as we approached.,我们走近时，自动门打开了。
youth,He spent his youth in a small village.,他的青年时代是在一个小村庄度过的。
lock,Remember to lock the door when you leave.,离开时记得锁门。
athlete,The young athlete trains every morning.,这名年轻运动员每天早晨训练。
container,Put the rice in a clean container.,把米放进一个干净的容器里。
destroy,A large fire could destroy the forest.,一场大火可能会毁掉这片森林。
harmless,This small spider is harmless to people.,这种小蜘蛛对人无害。
beat,Our team hopes to beat the city champions.,我们队希望击败市冠军队。
escape,The rabbit found a way to escape.,兔子找到了逃跑的办法。
aggressive,The dog becomes aggressive around strangers.,这只狗在陌生人身边会变得很有攻击性。
political,They discussed the country's political future.,他们讨论了这个国家的政治前景。
universe,Scientists still have much to learn about the universe.,科学家对宇宙仍有许多需要了解。
advanced,The hospital uses advanced medical equipment.,这家医院使用先进的医疗设备。
basis,Trust is the basis of a strong friendship.,信任是牢固友谊的基础。
position,Please keep the chair in its original position.,请把椅子留在原来的位置。
per,The speed limit is sixty kilometers per hour.,限速是每小时六十公里。
skip,The children like to skip across the playground.,孩子们喜欢蹦蹦跳跳地穿过操场。
attractive,The colorful poster is very attractive.,这张色彩鲜艳的海报很吸引人。
resist,I could not resist the smell of fresh bread.,我无法抵挡新鲜面包的香味。
favourite,Blue is my favourite color.,蓝色是我最喜欢的颜色。
cover,Dark clouds cover the top of the mountain.,乌云遮住了山顶。
mouth,She covered her mouth when she coughed.,她咳嗽时捂住了嘴。
marketing,Good marketing helped the shop attract customers.,良好的营销帮助这家商店吸引了顾客。
outdoors,We ate lunch outdoors in the sunshine.,我们在阳光下的户外吃了午饭。
wind,The strong wind shook the windows.,强风吹得窗户直晃。
footprint,We saw a large footprint in the mud.,我们在泥地里看到了一个大脚印。
gas,Turn off the gas after cooking.,做完饭后关掉煤气。
bean,I planted a bean in a small pot.,我在一个小花盆里种了一颗豆子。
attack,The soldiers prepared for an attack at dawn.,士兵们为黎明时的袭击做好了准备。
constant,The constant noise made it hard to study.,持续不断的噪音让人难以学习。
unwilling,Tom was unwilling to admit his mistake.,汤姆不愿承认自己的错误。
revision,I need an hour of revision before the test.,考试前我需要复习一个小时。
behaviour,His polite behaviour impressed the guests.,他礼貌的举止给客人留下了深刻印象。
wander,Do not wander away from the group.,不要离开队伍到处乱走。
cave,The bears slept inside a dark cave.,熊在一个黑暗的洞穴里睡觉。
inspiration,Nature is a great source of inspiration for her paintings.,大自然是她绘画灵感的重要来源。
notebook,I wrote the address in my notebook.,我把地址写在了笔记本里。
feature,The school show will feature local young singers.,学校演出将以当地年轻歌手为主角。
judge,Do not judge people by their clothes.,不要根据衣着判断别人。
dioxide,Trees take in carbon dioxide from the air.,树木从空气中吸收二氧化碳。
beach,We collected shells on the beach.,我们在海滩上捡贝壳。
spare,I read comics in my spare time.,我在空闲时间看漫画。
grain,This bag of grain is very heavy.,这袋谷物很重。
band,The school band played at the festival.,学校乐队在节日庆典上演奏了。
pace,We walked at a steady pace.,我们以稳定的步伐行走。
adaptation,The film is an adaptation of a famous novel.,这部电影改编自一部著名小说。
opening,Light came through a small opening in the wall.,光从墙上的一个小口照了进来。
vegetable,A carrot is my favourite vegetable.,胡萝卜是我最喜欢的蔬菜。
expose,The report may expose the truth about the accident.,这份报告可能会揭露事故的真相。
scan,Please scan the page for the answer.,请浏览这一页寻找答案。
widespread,The storm caused widespread damage.,暴风雨造成了大范围的破坏。
ignore,You should not ignore a warning sign.,你不应该忽视警告标志。
conclude,The teacher will conclude the lesson with a quiz.,老师将以一次小测验结束这堂课。
revolution,The invention caused a revolution in communication.,这项发明引发了通信领域的变革。
download,You can download the map before your trip.,你可以在出发前下载地图。
mature,She is mature enough to make her own choice.,她已经足够成熟，可以自己作决定。
invite,Let's invite our neighbors to dinner.,我们邀请邻居来吃晚饭吧。
analyze,We need to analyze the results carefully.,我们需要仔细分析结果。
mirror,He checked his hair in the mirror.,他对着镜子检查了头发。
overlook,Do not overlook small mistakes in your work.,不要忽略作业中的小错误。
moral,The moral of the story is to be honest.,这个故事的寓意是要诚实。
refuse,I refuse to tell a lie for you.,我拒绝为你撒谎。
aim,Our main aim is to protect the river.,我们的主要目标是保护这条河。
cream,She added some cream to her coffee.,她在咖啡里加了一些奶油。
indeed,The test was indeed harder than expected.,这次考试确实比预想的难。
standard,All the rooms meet the same safety standard.,所有房间都符合相同的安全标准。
demanding,Climbing the mountain was a demanding task.,爬这座山是一项要求很高的任务。
magic,The magic ring could make him invisible.,这枚魔戒能让他隐身。
shy,The shy boy spoke in a low voice.,那个害羞的男孩低声说话。
heel,A sharp stone hurt my heel.,一块尖石头弄伤了我的脚后跟。
publication,The book is ready for publication.,这本书已准备好出版。
character,This Chinese character means water.,这个汉字的意思是水。
due,The train is due at six o'clock.,火车预计六点到达。
coach,Our coach showed us how to pass the ball.,我们的教练教我们如何传球。
essential,Clean air is essential for good health.,清洁的空气对健康至关重要。
daylight,We returned home before the daylight faded.,我们在日光消失前回到了家。
survive,These plants can survive a cold winter.,这些植物能熬过寒冷的冬天。
bear,I cannot bear this loud noise any longer.,我再也无法忍受这种噪音了。
personally,"Personally, I prefer walking to taking the bus.",就我个人而言，我更喜欢走路而不是乘公交车。
mixture,The cake uses a mixture of flour and eggs.,这个蛋糕用的是面粉和鸡蛋的混合物。
province,My grandparents live in a northern province.,我的祖父母住在北方的一个省。
fantastic,We had a fantastic time at the beach.,我们在海滩度过了一段美妙的时光。
zero,The temperature fell below zero last night.,昨晚气温降到了零度以下。
phrase,Please use this phrase in a sentence.,请用这个短语造句。
tank,The rainwater tank is full.,雨水储水箱满了。
shut,Please shut the door quietly.,请轻轻地关上门。
attempt,I will attempt to finish the puzzle tonight.,我今晚会尝试完成这个拼图。
unfair,It is unfair to blame Tom alone.,只责怪汤姆一个人是不公平的。
secondhand,Dad bought me a secondhand bicycle.,爸爸给我买了一辆二手自行车。
addicted,He became addicted to online games.,他沉迷于网络游戏。
relation,There is a close relation between sleep and health.,睡眠与健康之间有密切关系。
electric,This electric fan is very quiet.,这台电风扇很安静。
concentrate,I cannot concentrate with the television on.,电视开着时我无法集中注意力。
battery,The clock needs a new battery.,这个钟需要一节新电池。
argument,The brothers had an argument over the toy.,兄弟俩为了那个玩具争吵了一番。
laptop,She uses her laptop to do homework.,她用笔记本电脑做作业。
tablet,Take one tablet after dinner.,晚饭后服一片药。
pull,Pull the handle to open the drawer.,拉一下把手打开抽屉。
chest,He held the book against his chest.,他把书抱在胸前。
suitable,This movie is suitable for young children.,这部电影适合年幼的孩子。
motion,The gentle motion of the boat made me sleepy.,小船轻轻的摇动让我昏昏欲睡。
sour,The lemon tastes very sour.,这个柠檬尝起来很酸。
outcome,We are waiting for the outcome of the match.,我们正在等待比赛结果。
biology,We studied plants in biology class.,我们在生物课上学习了植物。
refer,Please refer to the map if you get lost.,如果迷路了，请查阅地图。
national,The national flag flew above the school.,国旗在学校上空飘扬。
assess,The teacher will assess our projects tomorrow.,老师明天会评价我们的项目。
satisfy,This simple meal will satisfy your hunger.,这顿简单的饭能让你吃饱。
volume,Please turn down the volume of the radio.,请把收音机的音量调低。
translate,Can you translate this letter into Chinese?,你能把这封信翻译成中文吗？
accessible,The museum is accessible by bus.,乘公交车可以到达这家博物馆。
fried,We ate fried rice for lunch.,我们午饭吃了炒饭。
captain,Our captain encouraged the whole team.,我们的队长鼓励了全队。
disappointment,Missing the final was a great disappointment.,错过决赛是一件非常令人失望的事。
gifted,Lily is a gifted young musician.,莉莉是一位有天赋的年轻音乐家。
sacrifice,Parents often sacrifice their free time for their children.,父母常常为了孩子牺牲自己的空闲时间。
phenomenon,A rainbow is a beautiful natural phenomenon.,彩虹是一种美丽的自然现象。
compete,Four teams will compete in the final.,四支队伍将在决赛中比赛。
breath,Take a deep breath before you speak.,说话前先深吸一口气。
victim,The victim called the police for help.,受害者打电话向警方求助。
severe,The storm caused severe damage to the village.,暴风雨给村庄造成了严重破坏。
eventually,"After two hours, we eventually found the path.",两小时后，我们终于找到了那条路。
wildlife,The forest is home to much wildlife.,这片森林是许多野生动物的家园。
customer,The customer asked for a glass of water.,那位顾客要了一杯水。
deadline,Friday is the deadline for our science project.,星期五是我们科学项目的截止日期。
worthwhile,Helping at the animal shelter was worthwhile.,在动物收容所帮忙是值得的。
block,A fallen tree began to block the road.,一棵倒下的树开始阻塞道路。
bowl,She poured the soup into a bowl.,她把汤倒进一个碗里。
extraordinary,The little bird showed extraordinary courage.,这只小鸟表现出了非凡的勇气。
sweat,Sweat ran down his face after the race.,赛跑后，汗水顺着他的脸流下来。
nursing,Her sister is studying nursing at college.,她姐姐正在大学学习护理。
concept,The teacher explained the concept with a picture.,老师用一幅图解释了这个概念。
entertainment,Reading is my favorite form of entertainment.,阅读是我最喜欢的娱乐方式。
awesome,The view from the mountain was awesome.,山上的景色棒极了。
pan,Heat some oil in the pan.,在平底锅里加热一些油。
gender,The team welcomes students of any gender.,这个团队欢迎任何性别的学生。
reflect,The calm lake can reflect the mountains.,平静的湖面能映出群山。
tennis,We play tennis after school on Fridays.,我们每周五放学后打网球。
accident,No one was hurt in the accident.,没有人在这起事故中受伤。
appreciation,She smiled in appreciation of my help.,她微笑着对我的帮助表示感谢。
ashamed,He felt ashamed of telling a lie.,他为撒谎感到惭愧。
gardening,My grandfather enjoys gardening on weekends.,我爷爷周末喜欢做园艺。
tour,We took a tour of the old castle.,我们参观了那座古老的城堡。
lightning,A flash of lightning lit up the sky.,一道闪电照亮了天空。
anyway,"It was raining, but we went out anyway.",当时在下雨，但我们还是出去了。
agricultural,This area is famous for its agricultural products.,这个地区以农产品闻名。
adopt,The family decided to adopt the homeless dog.,这家人决定收养那只流浪狗。
dress,She wore a blue dress to the party.,她穿着一条蓝色连衣裙参加聚会。
silly,I made a silly mistake in the test.,我在考试中犯了一个愚蠢的错误。
potato,He cut the potato into small pieces.,他把土豆切成了小块。
awkward,There was an awkward silence after his question.,他提问后出现了一阵尴尬的沉默。
package,A package arrived for you this morning.,今天早上有一个包裹寄给你。
tip,Here is a useful tip for saving water.,这里有一个节约用水的实用建议。
couple,An elderly couple lives next door.,一对老夫妇住在隔壁。
affordable,The shop sells good clothes at affordable prices.,这家商店以实惠的价格出售优质服装。
changeable,The weather here is changeable in spring.,这里春天的天气变化无常。
operator,The operator connected me to the hospital.,接线员帮我接通了医院。
bill,We paid the bill before leaving the restaurant.,离开餐馆前，我们付了账。
flight,Our flight leaves at nine tomorrow morning.,我们的航班明天早上九点起飞。
breathe,Open the window so we can breathe fresh air.,打开窗户，让我们能呼吸新鲜空气。
advance,The soldiers began to advance across the field.,士兵们开始穿过田野前进。
recognition,Her painting won recognition at school.,她的画在学校获得了认可。
recover,He needs a few days to recover from the fever.,他需要几天时间从发烧中恢复。
context,You can guess its meaning from the context.,你可以根据上下文猜出它的意思。
chess,My brother taught me how to play chess.,我哥哥教我下国际象棋。
random,The teacher chose a student at random.,老师随机选了一名学生。
range,The store sells a wide range of school bags.,这家商店出售各种各样的书包。
rid,We must get rid of these broken chairs.,我们必须处理掉这些坏椅子。
sort,Please sort the books by size.,请按大小给这些书分类。
fairly,The teacher treated every student fairly.,老师公平地对待每一位学生。
approach,We watched the train approach the station.,我们看着火车驶近车站。
plus,Three plus five equals eight.,三加五等于八。
assistant,The shop assistant helped me find my size.,店员帮我找到了合适的尺码。
station,I will meet you outside the train station.,我会在火车站外面和你见面。
facial,Her facial expression showed surprise.,她的面部表情显得很惊讶。
kingdom,The wise king brought peace to the kingdom.,英明的国王给王国带来了和平。
mix,Mix the milk with the eggs.,把牛奶和鸡蛋混合起来。
central,The library is in the central part of town.,图书馆位于城镇的中心区域。
apologize,You should apologize for being late.,你应该为迟到道歉。
count,Can you count from one to twenty?,你能从一数到二十吗？
female,The female bird is smaller than the male.,雌鸟比雄鸟小。
informal,Jeans are fine for this informal meeting.,穿牛仔裤参加这次非正式会议没问题。
via,We sent the photo via email.,我们通过电子邮件发送了照片。
request,The teacher accepted my request for more time.,老师接受了我延长时间的请求。
interview,She has a job interview on Monday.,她星期一有一场求职面试。
fan,My brother is a big basketball fan.,我哥哥是个狂热的篮球迷。
aggression,The country defended itself against aggression.,这个国家奋起抵抗侵略。
analysis,Our analysis showed that the water was clean.,我们的分析表明水是干净的。
senior,A senior student showed us around the school.,一名高年级学生带我们参观了学校。
hall,Parents waited in the school hall.,家长们在学校礼堂里等候。
advertise,The company will advertise its new product online.,这家公司将在网上为其新产品做广告。
routine,Brushing my teeth is part of my morning routine.,刷牙是我早晨日常活动的一部分。
sight,The snow-covered mountain was a beautiful sight.,白雪覆盖的山峰是一道美丽的风景。
creature,We saw a strange sea creature near the rocks.,我们在岩石附近看到了一种奇怪的海洋生物。
cartoon,The children watched a funny cartoon after dinner.,孩子们晚饭后看了一部有趣的动画片。
rapid,The town has seen rapid growth in recent years.,这座城镇近年来发展迅速。
confuse,Do not confuse salt with sugar.,不要把盐和糖弄混。
commitment,Joining the team requires time and commitment.,加入这支队伍需要投入时间并尽心尽力。
cure,Doctors hope to find a cure for the disease.,医生们希望找到治疗这种疾病的方法。
compromise,We chose a movie together as a compromise.,作为折中，我们一起选了一部电影。
debate,Our class held a debate about school uniforms.,我们班就校服问题进行了一场辩论。
upper,The books are on the upper shelf.,这些书在上层架子上。
duration,The duration of the film is two hours.,这部电影的时长是两小时。
attend,All students must attend the school meeting.,所有学生都必须参加学校会议。
fox,A red fox ran across the field.,一只红狐狸跑过田野。
initial,My initial plan was too difficult.,我最初的计划太难了。
pattern,The carpet has a colorful flower pattern.,地毯上有一个彩色的花朵图案。
grateful,I am grateful for your kind help.,我很感激你的热心帮助。
